"ID","consumer","trait_name","B0start","T0","Tm","B0","AIC","BIC","habitat","location","stage"
532,"Brassica oleracea","respiration rate","-0.00167076468068315",1.16193694426409,37.1813592385663,0.0142796571016138,"64.475212473816","65.6855528457922","terrestrial","Section of Molecular and Cellular Biology, University of California, Usa; Department of Botany and Range Science, Brigham Young University, Provo, UT, Usa; Department of Chemistry and Biochemistry, Brigham Young University, Provo, UT, Usa","leaf section"
533,"Vitis labruscana","respiration rate","0.0359335173949932",-11.9690916333028,51.4381369428188,0.006186219357066,"29.4059163597332","29.1895569559544","terrestrial","Department of Horticulture, Pennsylvania State University, University Park, Usa; College of Horticulture, South China Agricultural University, Guangzhou, PR China; Department of Horticultural Sciences, New York State Agricultural Experiment Station, Cornell University, Geneva, NY, Usa","roots, 1 year old"
534,"Vitis labruscana","respiration rate","-0.0156886276031213",-26.3984110971171,37.426822602429,0.00578824316779019,"35.4571807217537","35.240821317975","terrestrial","Department of Horticulture, Pennsylvania State University, University Park, Usa; College of Horticulture, South China Agricultural University, Guangzhou, PR China; Department of Horticultural Sciences, New York State Agricultural Experiment Station, Corne","roots, 1 year old"
535,"Citrus aurantium","respiration rate","0.0347769217180387",-1.91464573511083,61.0454697221118,0.00270646108398223,"309.834190766049","319.261026072807","terrestrial","Pennsylvania State University, Centre County, PA, Usa","Single branch of fine roots, 2 year old trees"
538,"Cassiope tetragona","respiration rate","1.04042134976484e-06",1.80733084753744,56.4982359952876,0.000139056031132039,"-16.7014113130528","-18.2636596633164","terrestrial","Kangerdlugssuag, East Greenland",NA
540,"Antennaria alpina","respiration rate","-0.000136657678524199",8.09169886031283,34.9387846455692,0.000434459059714391,"-9.74145917708452","-11.3037075273481","terrestrial","Kangerdlugssuag, East Greenland",NA
541,"Diapensia lapponica","respiration rate","-5.41125826350987e-05",3.61571787599389,35.4973768975827,0.000381176016935313,"-14.1215610310634","-15.683809381327","terrestrial","Kangerdlugssuag, East Greenland",NA
551,"Evernia prunastri","respiration rate","0.0848765521204135",13.429628722337,40.0388740756529,0.0330248123816249,"38.8644894356866","37.302241085423","terrestrial","Bedgebury Pinetum, Kent, UK","thallus"
552,"Hypogymnia physodes","respiration rate","0.0194872639830716",14.7657145381384,40.5599691691564,0.02306604579837,"36.6691673898934","35.1069190396298","terrestrial","Bedgebury Pinetum, Kent, UK","thallus lobes"
555,"Ramalina fastigiata","respiration rate","0.0329913337848232",11.4364714841972,42.770015163573,0.0223030706363849,"41.6240824672054","40.0618341169418","terrestrial","Appledore, Kent, UK","thallus with apothecia"
556,"Usnea fragilescens","respiration rate","0.069024059218229",6.88957067742201,45.0969293348974,0.0126189443049701,"41.0007126125139","39.4384642622503","terrestrial","Bedgebury Pinetum, Kent, UK","thallus"
558,"Betula pendula","respiration rate","-0.002430531761394",-11.8260404965129,37.0381919155485,0.00078498221404635,"0.317518204069931","-1.24473014619367","terrestrial","Ecophysiologie Forestiere, INRA Nancy, Champenoux, France; UA Physiologie Integree de l'Arbre, Domaine de Crouelle, Clermont Ferrand","leaf"
560,"Fraxinus excelsior","respiration rate","0.00071520115034213",-17.8898837055853,44.2572102607405,0.000486748487243241,"-14.3026948777311","-15.1356570008189","terrestrial","Val de Pierre, Aisne, northern France","leaf"
563,"Quercus robur","respiration rate","0.000186680951750406",-17.5169280608064,45.3912212685622,0.000466997151850183,"11.2430897610365","10.4101276379488","terrestrial","Perseigne, Orne, western France","leaf"
565,"Acer saccharum","respiration rate","0.0541893400520791",3.50800785759708,21.7972766529217,0.0128529094808735,"98.1568222473101","102.869037568702","terrestrial","Michgan's Upper Peninsula",NA
566,"Acer saccharum","respiration rate","2.98492208829958",13.45759782272,20.228390495839,0.0481358796489075,"36.6410613115601","38.5806879107121","terrestrial","Michgan's Upper Peninsula",NA
568,"Pinus resinosa","respiration rate","-1.12324784878076",16.7174430025575,19.1295300826498,0.260115025804585,"21.9407638574656","21.7244044536869","terrestrial","Michgan's Upper Peninsula",NA
569,"Pinus resinosa","respiration rate","0.0614803032834833",11.6233185892393,24.4979012976255,0.0139787144945349,"69.3370498157168","73.8790266794334","terrestrial","Michgan's Upper Peninsula",NA
571,"Aristotelia serrata","respiration rate","0.0149331929538258",-59.0624500210671,43.9790316156411,0.000171780800728605,"7.50087354605606","13.2368223639966","terrestrial","Taramakau Valley, Westland, New Zealand","leaf"
574,"Phillyrea latifolia","net photosynthesis rate","-0.0097147192957533",-25.9211538596282,36.8762766053396,0.00190302004350842,"49.8507221504821","51.7903487496341","terrestrial","Botanical Garden of Rome, Italy",NA
575,"Myrtus communis","net photosynthesis rate","-0.0111391265134402",-70.8420812788387,38.5039596378263,0.000479787762446819,"47.9602091972094","49.8998357963614","terrestrial","Botanical Garden of Rome, Italy",NA
576,"Arbutus unedo","net photosynthesis rate","-0.0101543982404261",0.32928995608407,37.403358497094,0.00423676514439299,"57.8150389630745","59.7546655622265","terrestrial","Botanical Garden of Rome, Italy",NA
577,"Cistus incanus","net photosynthesis rate","-0.0247181356035839",-51.0268525100407,39.4971680726808,0.00149420318568096,"74.9263170829554","76.8659436821074","terrestrial","Botanical Garden of Rome, Italy",NA
579,"Phillyrea latifolia","respiration rate","0.000568343615179163",1.32548338414695,43.0524765790758,0.000765111405617802,"19.1512390736259","21.0908656727779","terrestrial","Botanical Garden of Rome, Italy",NA
580,"Myrtus communis","respiration rate","-0.00111731450740595",2.40959157793014,34.9212208904788,0.000791078979637098,"8.71976558190697","10.659392181059","terrestrial","Botanical Garden of Rome, Italy",NA
581,"Arbutus unedo","respiration rate","-0.00106751778654626",7.42972913530595,33.5053365546318,0.00108365327900307,"-5.24042222743317","-3.30079562828117","terrestrial","Botanical Garden of Rome, Italy",NA
582,"Cistus incanus","respiration rate","-0.00513032315872448",5.55134916151168,35.0485653804763,0.00130107787600436,"8.72881951264882","10.6684461118008","terrestrial","Botanical Garden of Rome, Italy",NA
585,"Dracunculus vulgaris","respiration rate","0.000358604412728934",25.3838956879644,27.9888819981474,-0.00010697143913832,"-60.8882858588883","-59.2967047676949","terrestrial","Adelaide, South Australia","floral chamber"
587,"Phaeodactylum triconutum","net photosynthesis rate","-0.000670068320989897",35.9399278364493,31.3722816055164,-0.000240746418109552,"-18.5616153224088","-19.3945774454966","marine","Cambridge culture collection",NA
588,"Phaeodactylum triconutum","net photosynthesis rate","0.00269448285081283",-11.842709011845,30.3319417023597,0.000495329156668238,"-9.48197023311786","-10.3149323562056","marine","Cambridge culture collection",NA
589,"Phaeodactylum triconutum","net photosynthesis rate","0.00333833604316352",-2.50997533383569,30.3213388540874,0.000985737198334583,"-2.89008107937508","-3.72304320246286","marine","Cambridge culture collection",NA
593,"Phaeodactylum triconutum","net photosynthesis rate","-0.000664339326951882",-68.4949543465201,34.9833727552885,0.000148217526599915,"-0.473934715272433","-0.69029411905118","marine","Cambridge culture collection",NA
594,"Phaeodactylum triconutum","net photosynthesis rate","0.000802079054308528",3.79476789228753,36.171177071172,0.000557001843818891,"-12.3539862818669","-12.5703456856457","marine","Cambridge culture collection",NA
597,"Phaeodactylum triconutum","net photosynthesis rate","-0.00695091256617109",-66.937717253136,35.2495706386512,0.00072267793884872,"21.9813207107343","21.7649613069555","marine","Cambridge culture collection",NA
598,"Phaeodactylum triconutum","net photosynthesis rate","0.00199771799871553",4.25218238690989,36.0866326647962,0.00221352096716898,"7.81576990128218","7.59941049750344","marine","Cambridge culture collection",NA
599,"Laminaria saceharina","respiration rate","-0.00159713403147794",-22.7109141617098,27.2829646773917,0.000622704717591136,"2.49228885908695","1.65932673599917","marine","Long Cove Point, Chamberlain, Maine, USA","blade tissue"
601,"Atriplex lentiformis","net photosynthesis rate","3.77651205428053e-06",-22.6983502876491,45.8829411001598,0.000522932269792587,"-2.07333712606529","1.48814990551936","terrestrial","Death Valley, California, USA","leaf"
602,"Atriplex lentiformis","net photosynthesis rate","1.27294030607969e-05",-32.8179144923552,45.3226617907754,0.0004112953957617,"-4.87277159725922","-1.31128456567456","terrestrial","Ventura, California, USA","leaf"
603,"Atriplex lentiformis","net photosynthesis rate","0.00117609299793176",0.361739221451873,50.6606255245502,0.000617915973277163,"-51.5803012972498","-47.802545380584","terrestrial","Death Valley, California, USA","leaf"
604,"Atriplex lentiformis","net photosynthesis rate","0.000184502481091227",4.04498205167263,51.4979715133571,0.000292625904286373,"-59.9553136418082","-56.3938266102236","terrestrial","Ventura, California, USA","leaf"
610,"Zostera marina","respiration rate","-0.00105073104766073",-2.4997379580021,28.3334200789785,0.00237368804488656,"22.7529277982749","21.9199656751872","marine","Del Monte Beach, Monterey, California, USA","root tissue"
612,"Zostera marina","respiration rate","-0.00344997024548197",-33.3549821360889,27.5022802195302,0.000666710932806218,"8.65904131290851","7.82607918982073","marine","Del Monte Beach, Monterey, California, USA","rhizome tissue"
614,"Zostera marina","respiration rate","-0.0106209342236096",-28.607244617439,27.0117856820738,0.00273129969448116,"30.0699860805566","29.2370239574688","marine","Del Monte Beach, Monterey, California, USA","leaf tissue"
620,"Ballia callitricha","net photosynthesis rate","0.084947726852246",33.5700814461483,18.4766249962143,-0.0146552254991803,"31.7701549775865","30.2079066273229","marine","King George Island, Antarctica","thallus tissue"
621,"Gymnogongrus antarcticus","net photosynthesis rate","0.189388097792435",-63.5129808997084,22.6512171490971,0.0164305108694428,"53.7486029558433","52.9156408327555","marine","King George Island, Antarctica","thallus tissue"
625,"Phyllophora ahnfeltioides","net photosynthesis rate","-0.0221319065131332",-23.2536942838294,23.6116938261721,0.0102922087638142,"36.5419509292765","35.7089888061887","marine","King George Island, Antarctica","thallus tissue"
627,"Kallymenia antarctica","respiration rate","3.48291379493604e-05",-9.88145684645751,26.3340129140095,0.0086631531179739,"26.5170202374979","25.6840581144101","marine","King George Island, Antarctica","thallus tissue"
628,"Kallymenia antarctica","respiration rate","0.0202484714198395",-29.9350322103049,27.6742429423492,0.00423945088127295,"22.3905104053849","21.5575482822972","marine","King George Island, Antarctica","thallus tissue"
630,"Ballia callitricha","respiration rate","0.0301614989625024",-11.834203748465,27.2781625528358,0.0095356352723529,"22.7468283605419","21.9138662374541","marine","King George Island, Antarctica","thallus tissue"
632,"Gymnogongrus antarcticus","respiration rate","0.0285968868008513",-4.86305652835426,26.7867855275067,0.0129218047693785,"21.2604858484108","20.427523725323","marine","King George Island, Antarctica","thallus tissue"
634,"Phyllophora ahnfeltioides","respiration rate","-0.0404407241198113",-18.27265778042,22.5951723522947,0.0100954533317976,"29.5789921731505","28.7460300500627","marine","King George Island, Antarctica","thallus tissue"
636,"Phyllophora ahnfeltioides","respiration rate","1.33210529483039e-05",-8.43698678456962,52.5695747394039,0.00236251295771912,"9.24879064300127","8.41582851991349","marine","King George Island, Antarctica","thallus tissue"
638,"Lolium perenne","net photosynthesis rate","-0.0130880411882126",-46.977916571539,34.6644581183233,0.00167388806783469,"17.6583882932794","17.4420288895006","terrestrial","Barcelona, Catalonia, Spain","leaf"
639,"Caulerpa prolifera","respiration rate","6.70031521792558e-05",6.62981272207914,40.8937539403177,0.000434753035372695,"-12.2981973104932","-13.131159433581","marine","Mar Menor, Murcia, Spain","thallus tissue"
640,"Caulerpa prolifera","respiration rate","0.000520241483499486",0.558502221504528,94.9592620087586,0.000220635191714144,"-3.27217192423899","-4.10513404732677","marine","Mar Menor, Murcia, Spain","thallus tissue"
643,"Caulerpa prolifera","net photosynthesis rate","-0.0109504976009107",10.7660458343351,27.4049004607693,0.00412161321755167,"-191.691557099724","-195.297107945052","marine","Mar Menor, Murcia, Spain","thallus tissue"
644,"Caulerpa prolifera","net photosynthesis rate","0.00207058317407779",8.18944754475363,35.2013570159022,0.00494194454220711,"26.7575780951504","25.9246159720626","marine","Mar Menor, Murcia, Spain","thallus tissue"
648,"Cerutophyllum demersum","respiration rate","0.000194268688662542",-22.1356395968677,53.3135157470054,0.000921904803278473,"5.50201715337455","4.66905503028677","freshwater","Third Sister Lake, Michigan, USA","apical stem section"
651,"Larrea divaricata","net photosynthesis rate","0.00428040653058162",-74.987835737556,45.5894290984744,0.000191084578028914,"-10.5927746789717","-12.1550230292352","terrestrial","Death Valley, California, USA","leaf"
653,"Larrea divaricata","net photosynthesis rate","-0.000905493662807906",-54.3001194279147,48.7908585556249,0.000218860722733867,"-6.11081910275766","-3.55458978429663","terrestrial","Death Valley, California, USA","leaf"
654,"Larrea divaricata","net photosynthesis rate","-0.000788396445716124",-42.8959178589736,52.6388894271456,0.000188855244275154,"-20.1889252556063","-15.3134219561335","terrestrial","Death Valley, California, USA","leaf"
659,"Larrea divaricata","net photosynthesis rate","-0.00337703602145854",0.66530216832077,50.2939890410198,0.00117956148469489,"1.9264605417663","4.75866134617514","terrestrial","Death Valley, California, USA","leaf"
660,"Larrea divaricata","net photosynthesis rate","-0.00181884173574098",7.27494554199261,52.8918702128128,0.00121626378861499,"7.14704533217139","9.40684276201754","terrestrial","Death Valley, California, USA","leaf"
661,"Spinacia oleracea","net photosynthesis rate","0.0486909013567607",-0.799344198955216,34.8474485729866,0.0130304694549422,"36.7895360539235","35.9565739308357","terrestrial","Texas Tech University, Lubbock, Texas, USA; University of Sheffield, Sheffield, UK","leaf tissue"
662,"Spinacia oleracea","net photosynthesis rate","0.0654201354312546",-64.2860921804616,43.1992693236164,0.00308111386060987,"27.1847567890435","26.3517946659557","terrestrial","Texas Tech University, Lubbock, Texas, USA; University of Sheffield, Sheffield, UK","leaf tissue"
664,"Encelia californica","net photosynthesis rate","-0.0041448045714735",2.63289075340403,38.4853261044843,0.00173597423000643,"3.67084524705131","2.10859689678771","terrestrial","Death Valley, California, USA","leaf"
666,"Encelia farinosa","net photosynthesis rate","-0.00805232165391025",-30.0899321057261,36.5303282627239,0.000844990326199933,"4.93290955977248","4.0999474366847","terrestrial","Death Valley, California, USA","leaf"
